team,team_slug,league,football_season,season_type,season_type_name,event_id,event_name,short_name,game_datetime_utc,game_datetime_pacific,game_date_pacific,kickoff_time_pacific,time_valid,week,home_away,opponent_id,opponent,opponent_abbreviation,team_score,opponent_score,result,completed,status,neutral_site,venue,venue_city,venue_state,broadcasts,notes,source_url
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309838,Fresno State Bulldogs at Oregon Ducks,FRES @ ORE,2021-09-04T18:00:00+00:00,2021-09-04T11:00:00-07:00,2021-09-04,11:00,True,1,home,278,Fresno State Bulldogs,FRES,31,24,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401282819,Oregon State Beavers at Purdue Boilermakers,ORST @ PUR,2021-09-04T23:00:00+00:00,2021-09-04T16:00:00-07:00,2021-09-04,16:00,True,1,away,2509,Purdue Boilermakers,PUR,21,30,L,True,Final,False,Ross-Ade Stadium,West Lafayette,IN,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401282809,Oregon Ducks at Ohio State Buckeyes,ORE @ OSU,2021-09-11T16:00:00+00:00,2021-09-11T09:00:00-07:00,2021-09-11,09:00,True,2,away,194,Ohio State Buckeyes,OSU,35,28,W,True,Final,False,Ohio Stadium,Columbus,OH,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309844,Hawai'i Rainbow Warriors at Oregon State Beavers,HAW @ ORST,2021-09-12T03:00:00+00:00,2021-09-11T20:00:00-07:00,2021-09-11,20:00,True,2,home,62,Hawai'i Rainbow Warriors,HAW,45,27,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326318,Seattle Seahawks at Indianapolis Colts,SEA @ IND,2021-09-12T17:00:00+00:00,2021-09-12T10:00:00-07:00,2021-09-12,10:00,True,1,away,11,Indianapolis Colts,IND,28,16,W,True,Final,False,Lucas Oil Stadium,Indianapolis,IN,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309851,Idaho Vandals at Oregon State Beavers,IDHO @ ORST,2021-09-18T19:30:00+00:00,2021-09-18T12:30:00-07:00,2021-09-18,12:30,True,3,home,70,Idaho Vandals,IDHO,42,0,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309850,Stony Brook Seawolves at Oregon Ducks,STBK @ ORE,2021-09-18T23:30:00+00:00,2021-09-18T16:30:00-07:00,2021-09-18,16:30,True,3,home,2619,Stony Brook Seawolves,STBK,48,7,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326360,Tennessee Titans at Seattle Seahawks,TEN @ SEA,2021-09-19T20:25:00+00:00,2021-09-19T13:25:00-07:00,2021-09-19,13:25,True,2,home,10,Tennessee Titans,TEN,30,33,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309859,Arizona Wildcats at Oregon Ducks,ARIZ @ ORE,2021-09-26T02:30:00+00:00,2021-09-25T19:30:00-07:00,2021-09-25,19:30,True,4,home,12,Arizona Wildcats,ARIZ,41,19,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309860,Oregon State Beavers at USC Trojans,ORST @ USC,2021-09-26T02:30:00+00:00,2021-09-25T19:30:00-07:00,2021-09-25,19:30,True,4,away,30,USC Trojans,USC,45,27,W,True,Final,False,Los Angeles Memorial Coliseum,Los Angeles,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326376,Seattle Seahawks at Minnesota Vikings,SEA @ MIN,2021-09-26T20:25:00+00:00,2021-09-26T13:25:00-07:00,2021-09-26,13:25,True,3,away,16,Minnesota Vikings,MIN,17,30,L,True,Final,False,U.S. Bank Stadium,Minneapolis,MN,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309864,Oregon Ducks at Stanford Cardinal,ORE @ STAN,2021-10-02T19:30:00+00:00,2021-10-02T12:30:00-07:00,2021-10-02,12:30,True,5,away,24,Stanford Cardinal,STAN,24,31,L,True,Final,False,Stanford Stadium,Stanford,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309865,Washington Huskies at Oregon State Beavers,WASH @ ORST,2021-10-03T01:00:00+00:00,2021-10-02T18:00:00-07:00,2021-10-02,18:00,True,5,home,264,Washington Huskies,WASH,27,24,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326390,Seattle Seahawks at San Francisco 49ers,SEA @ SF,2021-10-03T20:05:00+00:00,2021-10-03T13:05:00-07:00,2021-10-03,13:05,True,4,away,25,San Francisco 49ers,SF,28,21,W,True,Final,False,Levi's Stadium,Santa Clara,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326395,Los Angeles Rams at Seattle Seahawks,LAR @ SEA,2021-10-08T00:20:00+00:00,2021-10-07T17:20:00-07:00,2021-10-07,17:20,True,5,home,14,Los Angeles Rams,LAR,17,26,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309869,Oregon State Beavers at Washington State Cougars,ORST @ WSU,2021-10-09T20:00:00+00:00,2021-10-09T13:00:00-07:00,2021-10-09,13:00,True,6,away,265,Washington State Cougars,WSU,24,31,L,True,Final,False,Martin Stadium,Pullman,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309872,California Golden Bears at Oregon Ducks,CAL @ ORE,2021-10-16T02:30:00+00:00,2021-10-15T19:30:00-07:00,2021-10-15,19:30,True,7,home,25,California Golden Bears,CAL,24,17,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326421,Seattle Seahawks at Pittsburgh Steelers,SEA @ PIT,2021-10-18T00:20:00+00:00,2021-10-17T17:20:00-07:00,2021-10-17,17:20,True,6,away,23,Pittsburgh Steelers,PIT,20,23,L,True,Final,False,Acrisure Stadium,Pittsburgh,PA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309879,Oregon Ducks at UCLA Bruins,ORE @ UCLA,2021-10-23T19:41:00+00:00,2021-10-23T12:41:00-07:00,2021-10-23,12:41,True,8,away,26,UCLA Bruins,UCLA,34,31,W,True,Final,False,Rose Bowl,Pasadena,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309880,Utah Utes at Oregon State Beavers,UTAH @ ORST,2021-10-23T23:30:00+00:00,2021-10-23T16:30:00-07:00,2021-10-23,16:30,True,8,home,254,Utah Utes,UTAH,42,34,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326435,New Orleans Saints at Seattle Seahawks,NO @ SEA,2021-10-26T00:15:00+00:00,2021-10-25T17:15:00-07:00,2021-10-25,17:15,True,7,home,18,New Orleans Saints,NO,10,13,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309884,Colorado Buffaloes at Oregon Ducks,COLO @ ORE,2021-10-30T19:30:00+00:00,2021-10-30T12:30:00-07:00,2021-10-30,12:30,True,9,home,38,Colorado Buffaloes,COLO,52,29,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309882,Oregon State Beavers at California Golden Bears,ORST @ CAL,2021-10-30T23:00:00+00:00,2021-10-30T16:00:00-07:00,2021-10-30,16:00,True,9,away,25,California Golden Bears,CAL,25,39,L,True,Final,False,California Memorial Stadium,Berkeley,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326446,Jacksonville Jaguars at Seattle Seahawks,JAX @ SEA,2021-10-31T20:05:00+00:00,2021-10-31T13:05:00-07:00,2021-10-31,13:05,True,8,home,30,Jacksonville Jaguars,JAX,31,7,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309891,Oregon State Beavers at Colorado Buffaloes,ORST @ COLO,2021-11-06T23:00:00+00:00,2021-11-06T16:00:00-07:00,2021-11-06,16:00,True,10,away,38,Colorado Buffaloes,COLO,34,37,L,True,Final,False,Folsom Field,Boulder,CO,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309890,Oregon Ducks at Washington Huskies,ORE @ WASH,2021-11-06T23:30:00+00:00,2021-11-06T16:30:00-07:00,2021-11-06,16:30,True,10,away,264,Washington Huskies,WASH,26,16,W,True,Final,False,Husky Stadium,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309894,Stanford Cardinal at Oregon State Beavers,STAN @ ORST,2021-11-13T22:30:00+00:00,2021-11-13T14:30:00-08:00,2021-11-13,14:30,True,11,home,24,Stanford Cardinal,STAN,35,14,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309895,Washington State Cougars at Oregon Ducks,WSU @ ORE,2021-11-14T03:30:00+00:00,2021-11-13T19:30:00-08:00,2021-11-13,19:30,True,11,home,265,Washington State Cougars,WSU,38,24,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326476,Seattle Seahawks at Green Bay Packers,SEA @ GB,2021-11-14T21:25:00+00:00,2021-11-14T13:25:00-08:00,2021-11-14,13:25,True,10,away,9,Green Bay Packers,GB,0,17,L,True,Final,False,Lambeau Field,Green Bay,WI,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309901,Oregon Ducks at Utah Utes,ORE @ UTAH,2021-11-21T00:30:00+00:00,2021-11-20T16:30:00-08:00,2021-11-20,16:30,True,12,away,254,Utah Utes,UTAH,7,38,L,True,Final,False,Rice-Eccles Stadium,Salt Lake City,UT,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309902,Arizona State Sun Devils at Oregon State Beavers,ASU @ ORST,2021-11-21T03:30:00+00:00,2021-11-20T19:30:00-08:00,2021-11-20,19:30,True,12,home,9,Arizona State Sun Devils,ASU,24,10,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326491,Arizona Cardinals at Seattle Seahawks,ARI @ SEA,2021-11-21T21:25:00+00:00,2021-11-21T13:25:00-08:00,2021-11-21,13:25,True,11,home,22,Arizona Cardinals,ARI,13,23,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
Oregon Ducks,oregon,college-football,2021,2,Regular Season,401309908,Oregon State Beavers at Oregon Ducks,ORST @ ORE,2021-11-27T20:30:00+00:00,2021-11-27T12:30:00-08:00,2021-11-27,12:30,True,13,home,204,Oregon State Beavers,ORST,38,29,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2021&seasontype=2
Oregon State Beavers,oregon-state,college-football,2021,2,Regular Season,401309908,Oregon State Beavers at Oregon Ducks,ORST @ ORE,2021-11-27T20:30:00+00:00,2021-11-27T12:30:00-08:00,2021-11-27,12:30,True,13,away,2483,Oregon Ducks,ORE,29,38,L,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2021&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2021,2,Regular Season,401326508,Seattle Seahawks at Washington ,SEA @ WSH,2021-11-30T01:15:00+00:00,2021-11-29T17:15:00-08:00,2021-11-29,17:15,True,12,away,28,Washington,WSH,15,17,L,True,Final,False,Northwest Stadium,Landover,MD,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2021&seasontype=2
